Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
17221,0,55,54,No,Bachelor,Fail
17222,15,64,71,Yes,Associate,Fail
17223,9,70,67,No,Doctorate,Pass
17224,11,77,60,Yes,Bachelor,Fail
17225,16,103,55,No,Associate,Fail
17226,14,88,66,,Doctorate,Pass
17227,3,78,66,No,,Pass
17228,11,68,54,Yes,High School,Fail
17229,9,68,61,No,Bachelor,Fail
17230,16,52,0,Yes,Associate,Pass
17231,15,33,72,No,Master,Pass
17232,17,50,65,Yes,Doctorate,Fail
17233,4,98,68,No,Associate,Fail
17234,6,61,66,No,Doctorate,Pass
17235,16,64,60,No,High School,Pass
17236,7,95,57,No,Doctorate,Pass
17237,2,0,84,Yes,Doctorate,Fail
17238,13,63,53,No,Master,Fail
17239,7,53,90,Yes,Bachelor,Fail
17240,19,81,90,Yes,High School,Pass
17241,12,86,55,Yes,Associate,Fail
17242,11,86,74,No,Bachelor,Fail
17243,8,105,73,No,Associate,Pass
17244,18,86,76,No,High School,Pass
17245,12,80,71,No,Doctorate,Pass
17246,8,0,50,No,High School,Pass
17247,6,0,87,No,Doctorate,Pass
17248,10,119,90,Yes,Bachelor,Fail
17249,5,110,57,Yes,Doctorate,Pass
17250,15,0,54,Yes,Bachelor,Pass
17251,1,61,35,No,Master,Pass
17252,9,62,72,Yes,Master,Pass
17253,13,69,61,Yes,High School,Pass
17254,12,99,47,Yes,Doctorate,Fail
17255,6,26,67,Yes,Doctorate,Fail
17256,13,115,52,Yes,Doctorate,Fail
17257,6,75,72,No,High School,Fail
17258,10,98,55,Yes,Associate,Fail
17259,13,50,53,Yes,Bachelor,Fail
17260,12,90,66,Yes,Bachelor,Fail
17261,7,83,60,Yes,High School,Pass
17262,16,86,43,Yes,Bachelor,Fail
17263,10,61,83,Yes,Associate,Pass
17264,14,67,59,No,Doctorate,Pass
17265,18,50,78,Yes,High School,Pass
17266,16,90,69,No,Associate,Fail
17267,16,102,37,No,Bachelor,Fail
17268,11,81,73,Yes,Doctorate,Pass
17269,0,21,59,Yes,High School,Pass
17270,11,102,62,No,Doctorate,Fail
17271,4,77,98,No,Master,Fail
17272,12,22,72,No,Master,
17273,11,41,63,No,High School,Pass
17274,13,54,59,,Doctorate,Fail
17275,9,75,94,No,Associate,Pass
17276,6,0,65,No,Associate,Fail
17277,13,57,80,Yes,Bachelor,Fail
17278,3,93,70,No,Master,Pass
17279,17,99,67,Yes,Doctorate,Fail
17280,0,94,80,No,Doctorate,Pass
17281,11,42,69,Yes,Bachelor,Pass
17282,13,94,65,Yes,Associate,Fail
17283,13,65,73,No,Doctorate,Fail
17284,3,0,0,No,Master,Fail
17285,14,80,72,Yes,Doctorate,Pass
17286,12,99,67,Yes,Bachelor,Pass
17287,0,86,58,Yes,Master,Fail
17288,6,84,70,Yes,Associate,Fail
17289,8,68,56,Yes,Associate,Pass
17290,4,99,52,Yes,Master,Fail
17291,19,94,0,Yes,Master,Pass
17292,17,68,77,No,High School,Fail
17293,12,66,77,Yes,Doctorate,Fail
17294,9,61,84,Yes,High School,Fail
17295,9,91,75,No,,Pass
17296,14,80,42,No,High School,Pass
17297,19,81,80,Yes,Doctorate,Fail
17298,7,68,59,No,Master,
17299,4,104,57,Yes,Master,Fail
17300,18,0,74,No,High School,Fail
17301,1,91,80,Yes,Bachelor,Fail
17302,5,95,72,Yes,,Pass
17303,0,69,63,Yes,High School,Fail
17304,2,46,78,Yes,High School,Pass
17305,16,83,69,No,Associate,Fail
17306,14,99,71,No,High School,Fail
17307,7,110,50,Yes,High School,Pass
17308,16,88,46,Yes,High School,Pass
17309,17,63,60,Yes,Doctorate,Fail
17310,9,89,50,Yes,Associate,Fail
17311,8,85,85,No,Associate,Pass
17312,21,81,43,No,Doctorate,Fail
17313,14,57,54,No,Doctorate,Fail
17314,11,87,39,Yes,Bachelor,Pass
17315,17,84,71,Yes,Master,Pass
17316,12,124,56,No,,Pass
17317,8,77,90,No,Associate,Pass
17318,10,109,71,Yes,Doctorate,Pass
17319,15,0,61,No,Associate,Pass
17320,0,76,69,No,Bachelor,Fail
17321,0,100,72,Yes,Bachelor,Fail
17322,17,59,77,Yes,Bachelor,Pass
17323,7,71,80,No,High School,Pass
17324,18,64,59,Yes,Associate,Fail
17325,0,72,52,Yes,Doctorate,Fail
17326,10,35,71,Yes,Doctorate,Fail
17327,7,111,91,No,Bachelor,Pass
17328,9,69,84,Yes,High School,Fail
17329,23,0,94,Yes,Master,Fail
17330,19,80,89,Yes,High School,Fail
17331,11,70,48,Yes,Doctorate,Pass
17332,7,50,64,Yes,Bachelor,Pass
17333,11,57,63,No,Associate,Pass
17334,11,70,67,Yes,High School,Pass
17335,4,66,68,No,Bachelor,Fail
17336,10,0,81,Yes,Doctorate,Fail
17337,17,61,39,No,Bachelor,Pass
17338,1,0,77,Yes,Master,Pass
17339,14,92,74,No,Associate,Pass
17340,17,0,74,No,High School,Fail
17341,7,57,56,Yes,Doctorate,Pass
17342,18,79,74,No,High School,Fail
17343,6,0,57,No,Bachelor,Fail
17344,12,68,69,No,Bachelor,Pass
17345,8,93,63,No,Doctorate,Fail
17346,8,79,54,No,Associate,Pass
17347,7,150,40,No,High School,Fail
17348,14,59,78,Yes,Associate,Fail
17349,14,42,58,,Bachelor,Pass
17350,10,71,62,Yes,Associate,Pass
17351,3,48,72,No,High School,Fail
17352,12,40,46,No,Associate,Pass
17353,12,34,74,Yes,,Pass
17354,9,115,69,Yes,Associate,Pass
17355,19,0,45,No,Associate,Fail
17356,2,69,0,Yes,Doctorate,Fail
17357,-1,76,79,No,High School,Fail
17358,6,77,83,No,Doctorate,Pass
17359,14,87,79,No,High School,Fail
17360,5,74,54,Yes,Master,Fail
17361,5,66,56,Yes,Master,Pass
17362,15,79,48,,Bachelor,Pass
17363,12,79,76,Yes,Master,Pass
17364,12,76,46,Yes,Associate,Pass
17365,14,88,91,No,High School,Fail
17366,8,62,64,Yes,Bachelor,Fail
17367,8,71,60,Yes,Bachelor,Pass
17368,14,48,58,Yes,Master,
17369,3,70,55,Yes,Associate,Pass
17370,-1,62,65,Yes,Bachelor,Fail
17371,8,96,0,Yes,Associate,Fail
17372,0,46,80,Yes,Doctorate,Fail
17373,11,66,78,No,Bachelor,Fail
17374,14,64,68,,Bachelor,Fail
17375,0,88,78,Yes,Associate,Pass
17376,12,50,52,No,High School,Fail
17377,13,75,48,Yes,Associate,Fail
17378,3,77,72,Yes,High School,Pass
17379,14,94,63,,High School,
17380,0,58,66,Yes,Bachelor,Fail
17381,25,49,0,No,Bachelor,Pass
17382,-1,84,66,Yes,High School,Fail
17383,17,47,48,No,Bachelor,Fail
17384,-1,64,81,Yes,Bachelor,Pass
17385,2,70,64,No,,Pass
17386,7,87,86,No,Bachelor,Pass
17387,11,44,68,No,Doctorate,Fail
17388,15,69,54,No,Bachelor,Fail
17389,19,76,77,Yes,Bachelor,Fail
17390,17,58,48,Yes,Associate,Fail
17391,5,68,61,Yes,Bachelor,Fail
17392,0,93,62,Yes,Master,Fail
17393,12,65,31,Yes,Doctorate,Pass
17394,7,0,87,No,Doctorate,
17395,9,93,73,Yes,Associate,Fail
17396,6,71,44,No,Master,Pass
17397,10,102,70,No,Bachelor,Fail
17398,6,42,48,No,Associate,
17399,5,70,70,No,Associate,Pass
17400,12,90,51,No,Bachelor,Fail
17401,13,61,66,No,Associate,Pass
17402,9,70,71,Yes,Associate,Pass
17403,17,100,69,Yes,Doctorate,Fail
17404,0,60,60,No,,Fail
17405,8,85,55,Yes,Bachelor,Pass
17406,13,90,61,Yes,Associate,Pass
17407,9,76,80,,High School,Pass
17408,10,76,72,Yes,Master,Fail
17409,-3,54,76,Yes,Doctorate,Fail
17410,10,90,64,,Bachelor,Pass
17411,1,50,80,No,Associate,Pass
17412,4,83,87,Yes,,
17413,3,65,45,Yes,High School,Fail
17414,5,67,49,No,,Pass
17415,7,71,0,No,Master,Fail
17416,8,85,91,No,Master,
17417,13,106,48,No,High School,Pass
17418,11,150,45,Yes,Doctorate,Fail
17419,0,61,54,No,Doctorate,Fail
17420,10,46,58,No,High School,Fail
17421,12,98,67,Yes,Bachelor,Fail
17422,8,78,77,No,Master,Fail
17423,10,0,62,,Associate,Fail
17424,11,76,91,No,Associate,Pass
17425,14,90,64,Yes,Doctorate,Pass
17426,2,67,55,No,Master,Pass
17427,9,62,51,No,Master,Pass
17428,18,0,58,Yes,Associate,Fail
17429,17,53,68,Yes,Doctorate,Fail
17430,14,68,63,Yes,Bachelor,Fail
17431,0,96,59,No,Bachelor,Fail
17432,18,65,60,Yes,Bachelor,Pass
17433,20,80,53,Yes,Bachelor,Pass
17434,9,98,68,No,Doctorate,Pass
17435,5,83,0,Yes,,Pass
17436,9,114,60,Yes,Doctorate,Fail
17437,26,76,71,Yes,Doctorate,Fail
17438,0,72,58,No,,Pass
17439,8,67,90,No,Associate,Fail
17440,3,115,56,No,Doctorate,Pass
17441,11,99,59,,Master,Fail
17442,4,46,41,Yes,Doctorate,Fail
17443,10,117,37,No,Bachelor,Fail
17444,0,85,62,No,High School,Pass
17445,13,78,57,,High School,Fail
17446,16,85,72,Yes,Doctorate,Pass
17447,8,56,73,No,Associate,Pass
17448,9,79,68,No,Bachelor,Pass
17449,9,69,72,Yes,Master,Fail
17450,11,68,74,No,Master,Fail
17451,10,94,71,Yes,Doctorate,Pass
17452,14,70,56,Yes,High School,
17453,16,77,53,Yes,Bachelor,Pass
17454,6,82,0,No,Associate,Fail
17455,8,0,59,No,Bachelor,Pass
17456,14,100,68,No,Master,Pass
17457,3,75,80,No,Bachelor,Fail
17458,0,0,60,No,Master,Fail
17459,11,113,68,No,Doctorate,Fail
17460,12,23,95,Yes,High School,Fail
17461,6,92,70,No,Doctorate,
17462,7,72,73,No,Associate,Pass
17463,6,86,90,No,High School,Fail
17464,6,76,62,No,Associate,Pass
17465,14,101,75,Yes,Doctorate,Fail
17466,4,83,0,Yes,Master,Fail
17467,9,47,60,No,Doctorate,Fail
17468,6,0,60,Yes,Associate,Fail
17469,3,71,72,No,High School,Fail
17470,14,0,96,Yes,High School,Fail
17471,7,101,53,Yes,Bachelor,Fail
17472,11,62,82,Yes,Master,Pass
17473,2,31,78,No,Bachelor,Pass
17474,6,84,68,No,Associate,Pass
17475,14,76,69,No,Master,Fail
17476,23,78,76,Yes,Master,Pass
17477,0,53,65,No,High School,Fail
17478,9,99,59,No,Master,Pass
17479,12,59,82,No,Master,Fail
17480,7,81,63,No,Doctorate,Fail
17481,14,80,67,No,High School,Pass
17482,6,86,0,Yes,Associate,Fail
17483,-1,60,0,No,Bachelor,Fail
17484,7,56,44,Yes,Doctorate,Fail
17485,16,92,67,No,,Pass
17486,7,0,44,No,High School,Pass
17487,8,82,39,Yes,Doctorate,Pass
17488,15,98,43,Yes,Doctorate,Fail
17489,5,82,72,Yes,Master,Fail
17490,10,68,50,Yes,High School,Pass
17491,1,0,63,Yes,Bachelor,Fail
17492,5,84,55,Yes,Master,Fail
17493,12,84,71,Yes,,Fail
17494,5,57,38,No,High School,Fail
17495,7,55,64,No,Associate,Pass
17496,12,93,59,Yes,Bachelor,Fail
17497,7,72,76,Yes,Doctorate,Fail
17498,14,36,74,Yes,Doctorate,Pass
17499,11,48,33,No,,Fail
17500,12,49,83,No,Bachelor,Fail
17501,16,96,80,Yes,High School,Pass
17502,12,74,72,No,,Pass
17503,18,76,44,No,Doctorate,Pass
17504,15,68,73,Yes,Master,Pass
17505,7,54,76,Yes,High School,Pass
17506,16,90,0,No,Master,Pass
17507,11,88,79,Yes,Bachelor,Pass
17508,8,61,90,No,Associate,Pass
17509,11,103,59,No,Bachelor,Pass
17510,16,90,52,No,Associate,Pass
17511,12,58,62,,Master,Fail
17512,19,69,73,No,,Pass
17513,15,68,65,Yes,,Fail
17514,13,81,0,No,High School,Fail
17515,5,46,82,No,Bachelor,Fail
17516,9,61,62,Yes,High School,Pass
17517,10,91,74,No,Doctorate,Pass
17518,14,43,75,,High School,Fail
17519,13,71,62,Yes,High School,Fail
17520,11,50,74,No,Master,Pass
17521,0,93,91,No,Master,Pass
17522,14,82,79,Yes,Master,Pass
17523,6,46,41,No,Doctorate,Pass
17524,18,54,62,Yes,,Pass
17525,0,75,0,Yes,Doctorate,Pass
17526,17,29,83,No,,Pass
17527,10,53,65,Yes,Bachelor,Fail
17528,15,58,63,Yes,Master,Pass
17529,12,101,42,No,High School,Pass
17530,0,64,111,No,Bachelor,
17531,13,88,67,Yes,Associate,Fail
17532,14,66,0,No,Bachelor,Pass
17533,8,90,42,Yes,Associate,Fail
17534,15,44,0,Yes,Associate,Pass
17535,5,60,64,No,Bachelor,Fail
17536,10,73,67,Yes,Master,Pass
17537,14,79,44,Yes,High School,Fail
17538,15,82,40,Yes,Master,Pass
17539,12,79,90,No,,Pass
17540,8,85,48,No,Master,Pass
17541,14,75,73,No,Master,Pass
17542,7,78,61,No,Master,Fail
17543,19,55,80,No,Master,Pass
17544,10,43,68,No,Associate,Pass
17545,2,53,66,Yes,Doctorate,Pass
17546,4,41,67,Yes,High School,Fail
17547,10,80,53,No,,Fail
17548,11,94,48,No,Master,Fail
17549,20,56,61,Yes,Doctorate,Pass
17550,5,95,42,No,Associate,Fail
17551,10,84,0,Yes,Master,Pass
17552,5,64,67,No,Bachelor,Fail
17553,8,68,61,Yes,Doctorate,Pass
17554,18,97,80,Yes,Bachelor,Fail
17555,4,28,78,Yes,Doctorate,Fail
17556,13,97,73,,Master,Fail
17557,12,93,72,No,High School,Pass
17558,10,63,53,Yes,Bachelor,Pass
17559,13,73,0,No,Associate,Pass
17560,4,108,56,No,Master,Pass
17561,18,49,74,Yes,Master,Pass
17562,20,71,106,Yes,High School,Pass
17563,10,88,29,,Doctorate,Fail
17564,0,79,76,No,Master,Pass
17565,8,76,66,No,Bachelor,Fail
17566,12,111,56,Yes,Bachelor,Pass
17567,17,53,76,No,,
17568,8,54,46,Yes,Bachelor,Fail
17569,3,25,96,Yes,Master,Pass
17570,2,53,0,Yes,Associate,Pass
17571,20,62,57,No,Doctorate,Pass
17572,7,81,36,No,High School,Pass
17573,9,94,56,No,High School,Fail
17574,4,56,86,No,High School,Fail
17575,15,72,94,Yes,Associate,Fail
17576,6,103,0,No,High School,Pass
17577,8,71,0,No,Bachelor,Pass
17578,12,85,59,No,Associate,Pass
17579,5,97,61,Yes,Bachelor,Fail
17580,9,56,52,Yes,Bachelor,Pass
17581,17,52,86,No,Associate,Fail
17582,12,107,54,Yes,High School,Fail
17583,11,87,71,No,Bachelor,Fail
17584,11,48,68,Yes,Doctorate,Fail
17585,8,54,104,No,Associate,Fail
17586,20,71,66,Yes,Master,Fail
17587,6,103,57,No,Associate,
17588,11,95,54,No,Master,Pass
17589,11,96,0,Yes,Doctorate,Fail
17590,15,66,95,Yes,,Fail
17591,16,75,92,No,Associate,Fail
17592,10,59,58,No,Doctorate,Fail
17593,12,0,77,Yes,Bachelor,Pass
17594,12,52,49,Yes,High School,Pass
17595,-1,58,65,No,Bachelor,Pass
17596,2,60,44,No,High School,Pass
17597,7,72,66,No,High School,Pass
17598,7,83,50,Yes,Doctorate,Pass
17599,4,108,64,No,,Pass
17600,14,68,85,Yes,Master,Fail
17601,10,87,52,Yes,Associate,Pass
17602,9,71,59,Yes,Associate,
17603,4,94,79,No,Associate,Fail
17604,10,50,59,Yes,Associate,Fail
17605,-3,64,47,Yes,Doctorate,Pass
17606,9,88,59,Yes,Associate,Fail
17607,10,87,65,,Master,Fail
17608,11,87,74,No,Bachelor,Pass
17609,2,103,38,No,Bachelor,
17610,11,40,74,,High School,Pass
17611,5,50,68,Yes,High School,Fail
17612,6,86,33,No,Master,Fail
17613,14,91,61,No,Bachelor,Fail
17614,20,88,67,Yes,Bachelor,Fail
17615,10,129,52,Yes,,Pass
17616,6,57,49,Yes,High School,Fail
17617,11,82,64,No,Master,Pass
17618,15,74,65,No,High School,Pass
17619,13,87,33,Yes,Bachelor,Fail
17620,24,82,55,Yes,Bachelor,Fail
17621,6,65,53,Yes,Bachelor,
17622,11,83,45,Yes,Doctorate,Fail
17623,18,77,78,No,,Fail
17624,17,78,79,No,Master,Pass
17625,0,98,43,No,Associate,Fail
17626,10,125,62,Yes,Doctorate,Fail
17627,17,37,0,No,High School,Pass
17628,24,101,80,No,Master,Pass
17629,14,88,78,Yes,Bachelor,Pass
17630,8,60,60,No,Master,Pass
17631,5,68,66,No,Master,
17632,21,0,81,Yes,Associate,Pass
17633,14,76,59,No,Bachelor,Fail
17634,6,0,51,Yes,High School,Pass
17635,9,61,82,No,High School,Pass
17636,12,60,49,No,Associate,Fail
17637,13,56,39,,Doctorate,Fail
17638,6,0,69,No,Bachelor,Pass
17639,7,72,76,Yes,Associate,Pass
17640,2,82,83,Yes,Doctorate,Fail
17641,15,58,75,No,Associate,Pass
17642,8,90,77,Yes,Master,Pass
17643,12,57,48,Yes,Master,Fail
17644,17,90,71,Yes,Master,Fail
17645,11,58,74,No,Bachelor,Fail
17646,9,115,56,No,High School,Pass
17647,11,88,65,No,Master,Fail
17648,10,92,82,No,Associate,Pass
17649,16,72,78,Yes,Associate,Pass
17650,12,87,83,No,,Fail
17651,7,50,57,No,Doctorate,Pass
17652,15,56,88,No,High School,Pass
17653,0,69,57,Yes,Master,Fail
17654,0,105,43,Yes,Bachelor,Pass
17655,18,95,63,No,High School,Pass
17656,12,0,64,No,Bachelor,Fail
17657,11,55,52,Yes,High School,Pass
17658,15,73,71,No,Doctorate,Pass
17659,7,100,102,Yes,Associate,Pass
17660,15,80,72,No,Bachelor,Pass
17661,8,24,78,Yes,Master,Fail
17662,3,52,76,Yes,High School,Fail
17663,0,89,56,No,High School,Fail
17664,13,79,49,Yes,Master,Pass
17665,5,0,63,No,Associate,Fail
17666,18,97,65,No,Bachelor,Fail
17667,16,68,84,No,Bachelor,Fail
17668,17,89,54,Yes,Associate,Pass
17669,11,108,66,Yes,Associate,Pass
17670,11,80,65,Yes,Bachelor,Pass
17671,0,57,61,Yes,Bachelor,Fail
17672,15,66,73,Yes,High School,Pass
17673,12,57,69,Yes,Bachelor,Fail
17674,13,30,86,No,Bachelor,Fail
17675,18,59,67,No,Associate,Pass
17676,7,88,36,Yes,Associate,Pass
17677,9,75,50,No,Doctorate,Pass
17678,12,102,57,Yes,High School,Pass
17679,5,78,0,Yes,Associate,Fail
17680,9,93,49,No,High School,Fail
17681,12,40,80,No,Associate,Pass
17682,8,66,42,,High School,Pass
17683,16,70,73,No,Doctorate,Fail
17684,2,58,46,No,High School,Fail
17685,16,106,65,Yes,Bachelor,
17686,13,36,65,,Doctorate,Pass
17687,7,73,69,No,Master,Fail
17688,5,98,43,Yes,High School,Pass
17689,0,90,80,Yes,Doctorate,Fail
17690,6,67,58,No,Associate,Pass
17691,15,0,51,No,Associate,Pass
17692,10,97,72,No,Doctorate,Fail
17693,16,65,65,No,High School,Fail
17694,7,58,54,Yes,Associate,Pass
17695,14,95,59,Yes,Master,Fail
17696,6,81,22,Yes,Doctorate,Pass
17697,5,68,62,Yes,Master,Pass
17698,0,82,59,Yes,Bachelor,Pass
17699,0,84,58,Yes,High School,Pass
17700,2,74,54,,High School,Pass
17701,9,78,74,Yes,Bachelor,Pass
17702,10,32,71,No,High School,Fail
17703,16,73,69,No,Associate,
17704,15,62,49,Yes,Bachelor,Fail
17705,16,59,55,No,Bachelor,Fail
17706,14,0,23,Yes,Doctorate,Fail
17707,12,0,71,Yes,Associate,Fail
17708,4,69,0,No,Associate,Fail
17709,11,78,34,Yes,Master,Fail
17710,13,60,80,Yes,Bachelor,Fail
17711,17,85,82,Yes,Master,Fail
17712,13,90,52,Yes,Master,Pass
17713,16,90,104,No,,Fail
17714,5,94,51,No,Associate,Pass
17715,8,0,58,Yes,Bachelor,Fail
17716,12,70,61,No,Master,Fail
17717,16,80,0,No,High School,Pass
17718,9,66,52,No,Doctorate,Pass
17719,10,52,58,Yes,Doctorate,Fail
17720,13,65,45,Yes,Doctorate,Fail
17721,4,108,67,Yes,Associate,Fail
17722,18,0,85,No,Master,Fail
17723,6,59,62,No,Doctorate,Fail
17724,0,64,75,No,High School,Pass
17725,10,86,60,Yes,Associate,Pass
17726,18,82,88,No,Associate,Pass
17727,13,89,66,No,Bachelor,Pass
17728,14,126,49,No,Doctorate,Fail
17729,10,91,66,No,Associate,Pass
17730,9,93,62,No,Doctorate,Pass
17731,2,132,61,No,High School,Pass
17732,-1,85,71,,Doctorate,Fail
17733,11,67,42,Yes,Master,
17734,17,69,62,No,Master,Fail
17735,12,96,81,Yes,High School,Fail
17736,13,50,85,No,Associate,Fail
17737,18,36,0,,Master,Fail
17738,12,59,40,Yes,Bachelor,Fail
17739,9,91,0,No,High School,Pass
17740,6,87,51,Yes,High School,Fail
17741,20,72,59,,Doctorate,Fail
17742,13,96,53,Yes,Bachelor,Fail
17743,5,87,64,No,Master,Fail
17744,4,82,56,Yes,Bachelor,Fail
17745,16,75,78,Yes,Doctorate,Fail
17746,5,93,76,No,Doctorate,
17747,19,90,45,No,Master,Fail
17748,0,0,42,Yes,High School,Pass
17749,17,91,48,Yes,Master,Pass
17750,12,62,55,Yes,High School,Fail
17751,11,80,74,No,Master,Pass
17752,9,83,70,Yes,Master,Pass
17753,20,68,89,No,Master,Pass
17754,14,78,55,No,Master,Pass
17755,6,87,49,No,Bachelor,Pass
17756,1,53,64,No,Doctorate,Pass
17757,11,79,0,Yes,High School,Pass
17758,10,119,66,Yes,Master,Pass
17759,-1,58,56,No,High School,Fail
17760,10,96,94,Yes,Bachelor,Pass
17761,7,73,62,Yes,Master,Pass
17762,0,99,95,Yes,Bachelor,Fail
17763,14,60,71,Yes,High School,Pass
17764,18,75,0,No,Bachelor,Pass
17765,14,119,71,Yes,Bachelor,Fail
17766,6,72,42,Yes,High School,Pass
17767,12,88,86,Yes,Bachelor,Fail
17768,10,87,77,No,High School,Fail
17769,3,34,66,Yes,Doctorate,Pass
17770,12,84,44,No,Bachelor,Fail
17771,19,50,40,No,Associate,Pass
17772,10,88,61,Yes,Associate,Fail
17773,2,77,78,Yes,Master,Pass
17774,10,53,66,Yes,Bachelor,Pass
17775,4,51,70,No,Bachelor,Fail
17776,14,74,88,Yes,High School,Pass
17777,13,125,78,Yes,Associate,Pass
17778,9,108,75,No,Doctorate,Pass
17779,8,82,75,No,Associate,Fail
17780,9,85,71,No,,Pass
17781,10,87,74,Yes,High School,Pass
17782,6,0,73,Yes,High School,Pass
17783,3,61,74,Yes,High School,Fail
17784,16,92,118,No,Master,Pass
17785,8,63,63,,Bachelor,Pass
17786,11,104,31,No,Doctorate,Pass
17787,11,48,49,Yes,Master,Fail
17788,12,57,82,No,High School,Fail
17789,4,103,71,Yes,Doctorate,Fail
17790,2,69,61,No,Associate,Pass
17791,7,72,71,,Associate,Pass
17792,12,0,79,No,High School,Pass
17793,6,98,73,No,Doctorate,Pass
17794,8,87,86,Yes,Bachelor,Fail
17795,21,0,93,No,Master,Pass
17796,1,91,79,No,High School,Fail
17797,6,83,64,Yes,Bachelor,Fail
17798,20,97,85,No,Associate,Fail
17799,10,132,54,No,Doctorate,Pass
17800,6,85,48,,Associate,Pass
17801,16,58,47,Yes,Associate,
17802,10,96,61,No,Associate,Fail
17803,8,72,200,No,Bachelor,Pass
17804,11,82,70,No,Master,Pass
17805,7,82,75,No,Master,
17806,5,63,93,No,High School,Fail
17807,9,68,60,Yes,Associate,
17808,5,29,82,No,Master,Fail
17809,10,73,69,No,Associate,Fail
17810,12,0,76,No,Master,Fail
17811,14,75,93,No,Doctorate,Fail
17812,16,66,77,Yes,Doctorate,Fail
17813,8,82,54,Yes,Associate,
17814,12,56,48,Yes,Doctorate,Pass
17815,12,54,43,No,Bachelor,Fail
17816,12,0,39,Yes,Bachelor,Fail
17817,8,87,58,No,Doctorate,Fail
17818,5,85,68,No,Doctorate,Pass
17819,12,69,65,No,Doctorate,Pass
17820,2,97,56,Yes,High School,Fail
17821,9,52,37,Yes,High School,Pass
17822,-3,69,84,Yes,Associate,Fail
17823,3,90,54,No,Master,Fail
17824,6,92,73,No,Associate,Fail
17825,16,60,50,Yes,Bachelor,Pass
17826,13,118,41,No,Bachelor,Fail
17827,7,72,0,Yes,Associate,Fail
17828,14,77,73,Yes,,Fail
17829,14,95,40,No,Master,Pass
17830,9,106,60,No,Master,Pass
17831,3,76,63,Yes,Master,Fail
17832,9,98,59,No,Associate,Fail
17833,10,66,46,No,,Pass
17834,4,108,63,Yes,Master,Fail
17835,12,76,54,Yes,Associate,Pass
17836,11,81,43,,,Pass
17837,12,68,83,,Doctorate,Fail
17838,11,79,80,No,Doctorate,Pass
17839,14,0,55,Yes,Bachelor,Pass
17840,9,0,56,Yes,Bachelor,Fail
17841,11,75,64,No,Associate,Fail
17842,8,54,0,Yes,High School,Fail
17843,7,64,85,Yes,Doctorate,Fail
17844,17,33,43,Yes,Doctorate,Fail
17845,0,50,79,No,Master,Pass
17846,14,75,67,Yes,Doctorate,Pass
17847,7,94,62,No,High School,Pass
17848,6,68,47,No,Bachelor,Pass
17849,11,74,63,Yes,Associate,Fail
17850,3,98,63,No,Associate,Pass
17851,6,92,60,No,Bachelor,Pass
17852,6,91,62,,High School,Pass
17853,9,77,81,Yes,Bachelor,Fail
17854,6,65,70,Yes,High School,Fail
17855,18,83,0,No,Associate,Fail
17856,19,101,44,Yes,High School,Fail
17857,0,111,60,No,Doctorate,
17858,13,123,58,No,Doctorate,
17859,14,106,74,Yes,Master,Pass
17860,13,76,69,No,Associate,Pass
17861,7,51,76,No,Doctorate,Fail
17862,9,87,89,Yes,Associate,Pass
17863,6,97,68,No,Doctorate,Fail
17864,8,0,64,No,Associate,Pass
17865,4,45,61,No,Doctorate,Pass
17866,9,66,39,No,Associate,Fail
17867,2,60,46,Yes,High School,
17868,9,43,41,No,High School,Fail
17869,4,83,57,No,Master,Pass
17870,11,100,59,No,Master,Fail
17871,7,71,91,Yes,Doctorate,Fail
17872,12,42,66,No,High School,Fail
17873,15,79,67,Yes,Associate,Fail
17874,18,53,54,No,High School,Pass
17875,-3,55,63,Yes,High School,Pass
17876,6,94,32,No,Master,Fail
17877,8,99,75,No,High School,Fail
17878,12,69,59,No,Associate,Pass
17879,2,90,47,Yes,High School,Pass
17880,5,54,62,No,High School,Fail
17881,11,86,75,No,Doctorate,Pass
17882,10,67,77,Yes,High School,Fail
17883,12,48,92,,,Pass
17884,12,57,63,Yes,,Fail
17885,12,83,48,No,Bachelor,Fail
17886,11,45,70,Yes,Doctorate,Pass
17887,10,69,80,,Doctorate,Fail
17888,0,0,72,Yes,,Pass
17889,-1,65,67,No,Bachelor,Fail
17890,18,44,76,Yes,,Fail
17891,-1,70,60,No,High School,Pass
17892,5,89,66,Yes,Doctorate,Fail
17893,9,49,69,Yes,High School,Pass
17894,13,99,25,Yes,Bachelor,Pass
17895,-5,90,55,Yes,Doctorate,Fail
17896,10,82,46,No,Associate,Fail
17897,14,86,44,No,Bachelor,Pass
17898,15,78,44,No,Bachelor,Fail
17899,6,82,66,Yes,Master,Pass
17900,8,76,73,Yes,Associate,Fail
17901,7,93,48,No,Associate,
17902,8,101,49,No,Master,Fail
17903,5,59,71,No,Bachelor,Fail
17904,6,61,80,No,Associate,Pass
17905,12,67,71,No,Doctorate,Pass
17906,11,63,80,No,,Fail
17907,0,98,62,Yes,High School,Pass
17908,0,45,77,No,High School,Pass
17909,14,86,60,Yes,Bachelor,Fail
17910,14,103,0,Yes,Doctorate,Pass
17911,1,63,0,Yes,Doctorate,Pass
17912,6,104,0,Yes,Bachelor,Fail
17913,9,98,91,Yes,Bachelor,Fail
17914,10,68,68,Yes,Doctorate,Fail
17915,7,91,90,No,Associate,Fail
